"id","PatentClaim","patent_id","text","claim","dependency","sequence","level","gold","expected_claimType"
"18609","5960444-0020","5960444","computer readable program code devices configured to cause a computer to effect receiving a name of the at least one bookfile in the first version of the word processing program and the at least one bookfile in the second version of the word processing program from the user;","20","57","58","3","2",2
"18610","5960444-0020","5960444","computer readable program code devices configured to cause a computer to effect writing initial computer readable data to a scratch file;","20","57","59","3","2",2
"18611","5960444-0020","5960444","computer readable program code devices configured to cause a computer to effect specifying that the master bookfile be formatted according to the second version of the word processing program;","20","57","60","3","2",2
"18612","5960444-0020","5960444","computer readable program code devices configured to cause a computer to effect; and","20","57","61","3","2",2
"18613","5960444-0020","5960444","computer readable program code devices configured to cause a computer to effect writing middle computer readable data to a scratch file for each document in accordance with the first version of the word processing program of the bookfile.","20","57","62","3","2",2
"18648","5964909-0001","5964909","1. a filter cartridge having a secure dust tight seal and being easily inserted and removed from an opening in a tube sheet of a filtration unit, the filter cartridge comprising a cartridge unit having a filter element, a bottom cap and a top boot constructed of a flexible material, and a rigid sealing sleeve for insertion into the interior of the top boot, the top boot having an outside diameter which is slightly smaller than the inside diameter of an opening in a tube sheet into which the filter cartridge is to be inserted so that the cartridge is easily inserted into and removed from the opening in a tube sheet, the lop boot further having a sealing ridge, located in the inside of the boot at the sealing point, the inside diameter of the sealing ridge being smaller than the top boot and the sealing sleeve, whereby when the rigid sealing sleeve is inserted into the top boot, the said sealing sleeve contacts the sealing ridge and causes an increase in diameter of the sealing ridge which in turn causes the side wall of the top boot to balloon outwardly to contact the side of the opening in a tube sheet and form a dust tight seal around the opening in the tube sheet into which the filter cartridge is inserted.","1","0","1","1","2",2
"19010","6000265-0001","6000265","1. a spring manufacturing apparatus for forming a coil spring having a desired shape by feeding a wire to be formed into a spring onto a forming table and pressing tools disposed on said forming table against the feed wire, characterized by comprising, on said forming table:","1","0","1","1","2",2
"19011","6000265-0001","6000265","wire feeding means for feeding the wire onto said forming table;","1","1","2","2","2",2
"19012","6000265-0001","6000265","tool support means for supporting said tools in positions where said tools oppose the fed wire; and","1","1","3","2","2",2
"19013","6000265-0001","6000265","moving means for moving said tool support means in a direction substantially parallel to a forming table surface and substantially perpendicular to a wire feed direction and in a direction substantially parallel to the forming table surface and the wire feed direction,","1","1","4","2","2",2
"19014","6000265-0001","6000265","wherein said moving means including a first table movable in the direction parallel to the forming table surface and perpendicular to the wire feed direction, a second table movable in the direction parallel to the forming table surface and the wire feed direction independently of said first table, a third table disposed on said first table and slidable in the direction parallel to the forming surface and the wire feed direction, and a fourth table disposed on said first table and movable in a direction parallel to the forming table surface and inclined to the wire feed direction; and linking means, disposed on said first table, for moving said third and fourth table upon movement of said second table, moves said tool support means to make tool end portions draw predetermined loci with respect to the feed direction of the wire.","1","1","5","2","2",2
"19424","6041748-0001","6041748","1. pipe module in an intake tract of an internal combustion engine, the pipe module having between 2 and 6 curved pipes, wherein a functional element operating as a dampening volume is disposed in a curvature area of the curved pipes and further wherein the functional element is a bypass resonator.","1","0","1","1","2",2
